name,ingredients,type,meal,instructions
Healthy Quinoa Bowl,"coriander, quinoa, spinach, carrot, rice",healthy,breakfast,"To prepare Recipe 70, start by gathering the ingredients: coriander, quinoa, spinach, carrot, rice. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Mustard seeds Green peas Lemon Curry,"mustard seeds, green peas, lemon, yogurt, sprouts, fenugreek, moong dal, mint",vegetarian,lunch,"To prepare Recipe 71, start by gathering the ingredients: mustard seeds, green peas, lemon, yogurt, sprouts, fenugreek, moong dal, mint. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Green peas Garlic Beans Curry,"green peas, garlic, beans, coriander, lemon",vegetarian,dinner,"To prepare Recipe 72, start by gathering the ingredients: green peas, garlic, beans, coriander, lemon. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Coconut Potato Moong dal Curry,"coconut, potato, moong dal, garlic, rice, black pepper",vegetarian,dinner,"To prepare Recipe 73, start by gathering the ingredients: coconut, potato, moong dal, garlic, rice, black pepper. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Fenugreek Ginger Black pepper Curry,"fenugreek, ginger, black pepper, onion, capsicum",vegetarian,breakfast,"To prepare Recipe 74, start by gathering the ingredients: fenugreek, ginger, black pepper, onion, capsicum. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Mint Onion Chili Curry,"mint, onion, chili, black pepper, cauliflower, broccoli",healthy,dinner,"To prepare Recipe 75, start by gathering the ingredients: mint, onion, chili, black pepper, cauliflower, broccoli. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Black pepper Chili Cumin Curry,"black pepper, chili, cumin, coriander, carrot",vegetarian,dinner,"To prepare Recipe 76, start by gathering the ingredients: black pepper, chili, cumin, coriander, carrot. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Lemon Paneer Yogurt Curry,"lemon, paneer, yogurt, coconut, sprouts, rice, oats, potato",vegetarian,breakfast,"To prepare Recipe 77, start by gathering the ingredients: lemon, paneer, yogurt, coconut, sprouts, rice, oats, potato. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Black pepper Cumin Sprouts Curry,"black pepper, cumin, sprouts, zucchini, moong dal, spinach",healthy,dinner,"To prepare Recipe 78, start by gathering the ingredients: black pepper, cumin, sprouts, zucchini, moong dal, spinach. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Tomato Black pepper Fenugreek Curry,"tomato, black pepper, fenugreek, garlic, rice, ginger",healthy,lunch,"To prepare Recipe 79, start by gathering the ingredients: tomato, black pepper, fenugreek, garlic, rice, ginger. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Sprouts Black pepper Potato Curry,"sprouts, black pepper, potato, oats, coconut",vegan,dinner,"To prepare Recipe 80, start by gathering the ingredients: sprouts, black pepper, potato, oats, coconut. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Potato Zucchini Mustard seeds Curry,"potato, zucchini, mustard seeds, paneer, carrot, quinoa, broccoli",vegan,dinner,"To prepare Recipe 81, start by gathering the ingredients: potato, zucchini, mustard seeds, paneer, carrot, quinoa, broccoli. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Broccoli Black pepper Moong dal Curry,"broccoli, black pepper, moong dal, green peas, beans, rice, carrot, turmeric",vegetarian,dinner,"To prepare Recipe 82, start by gathering the ingredients: broccoli, black pepper, moong dal, green peas, beans, rice, carrot, turmeric. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Cumin Green peas Yogurt Curry,"cumin, green peas, yogurt, capsicum, cauliflower",healthy,dinner,"To prepare Recipe 83, start by gathering the ingredients: cumin, green peas, yogurt, capsicum, cauliflower. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Coriander Chili Sprouts Curry,"coriander, chili, sprouts, mustard seeds, yogurt, green peas, cauliflower, quinoa",vegan,breakfast,"To prepare Recipe 84, start by gathering the ingredients: coriander, chili, sprouts, mustard seeds, yogurt, green peas, cauliflower, quinoa. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Moong dal Capsicum Sprouts Curry,"moong dal, capsicum, sprouts, green peas, chili, fenugreek, zucchini",healthy,lunch,"To prepare Recipe 85, start by gathering the ingredients: moong dal, capsicum, sprouts, green peas, chili, fenugreek, zucchini. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Yogurt Carrot Mint Curry,"yogurt, carrot, mint, ginger, black pepper, coriander, mustard seeds",healthy,lunch,"To prepare Recipe 86, start by gathering the ingredients: yogurt, carrot, mint, ginger, black pepper, coriander, mustard seeds. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Capsicum Lemon Coriander Curry,"capsicum, lemon, coriander, cauliflower, fenugreek",vegan,breakfast,"To prepare Recipe 87, start by gathering the ingredients: capsicum, lemon, coriander, cauliflower, fenugreek. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Tomato Moong dal Beans Curry,"tomato, moong dal, beans, sprouts, onion",vegetarian,dinner,"To prepare Recipe 88, start by gathering the ingredients: tomato, moong dal, beans, sprouts, onion. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Healthy Quinoa Bowl,"quinoa, rice, cumin, green peas, zucchini",vegetarian,dinner,"To prepare Recipe 89, start by gathering the ingredients: quinoa, rice, cumin, green peas, zucchini. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Spinach Coriander Tomato Curry,"spinach, coriander, tomato, sprouts, rice, cumin",healthy,breakfast,"To prepare Recipe 90, start by gathering the ingredients: spinach, coriander, tomato, sprouts, rice, cumin. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Capsicum Broccoli Lemon Curry,"capsicum, broccoli, lemon, yogurt, paneer, coconut, ginger, carrot",vegetarian,breakfast,"To prepare Recipe 91, start by gathering the ingredients: capsicum, broccoli, lemon, yogurt, paneer, coconut, ginger, carrot. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Healthy Quinoa Bowl,"moong dal, quinoa, turmeric, cauliflower, zucchini",healthy,breakfast,"To prepare Recipe 92, start by gathering the ingredients: moong dal, quinoa, turmeric, cauliflower, zucchini. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Black pepper Potato Ginger Curry,"black pepper, potato, ginger, mint, cauliflower",vegan,dinner,"To prepare Recipe 93, start by gathering the ingredients: black pepper, potato, ginger, mint, cauliflower. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Cumin Coconut Tomato Curry,"cumin, coconut, tomato, turmeric, zucchini, moong dal, oats",healthy,breakfast,"To prepare Recipe 94, start by gathering the ingredients: cumin, coconut, tomato, turmeric, zucchini, moong dal, oats. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Potato Lemon Garlic Curry,"potato, lemon, garlic, black pepper, zucchini",vegan,lunch,"To prepare Recipe 95, start by gathering the ingredients: potato, lemon, garlic, black pepper, zucchini. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Healthy Quinoa Bowl,"mint, quinoa, cumin, garlic, green peas",vegetarian,breakfast,"To prepare Recipe 96, start by gathering the ingredients: mint, quinoa, cumin, garlic, green peas. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Chili Carrot Potato Curry,"chili, carrot, potato, mint, oats, cumin",healthy,lunch,"To prepare Recipe 97, start by gathering the ingredients: chili, carrot, potato, mint, oats, cumin. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Moong dal Mint Oats Curry,"moong dal, mint, oats, coriander, potato, black pepper",healthy,dinner,"To prepare Recipe 98, start by gathering the ingredients: moong dal, mint, oats, coriander, potato, black pepper. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Green peas Mint Lemon Curry,"green peas, mint, lemon, cumin, sprouts",healthy,lunch,"To prepare Recipe 99, start by gathering the ingredients: green peas, mint, lemon, cumin, sprouts. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Zucchini Capsicum Paneer Curry,"zucchini, capsicum, paneer, beans, green peas, black pepper",healthy,dinner,"To prepare Recipe 100, start by gathering the ingredients: zucchini, capsicum, paneer, beans, green peas, black pepper. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Healthy Quinoa Bowl,"lemon, sprouts, quinoa, carrot, green peas, potato",vegetarian,breakfast,"To prepare Recipe 101, start by gathering the ingredients: lemon, sprouts, quinoa, carrot, green peas, potato. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Black pepper Zucchini Oats Curry,"black pepper, zucchini, oats, moong dal, green peas, paneer",healthy,breakfast,"To prepare Recipe 102, start by gathering the ingredients: black pepper, zucchini, oats, moong dal, green peas, paneer. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Healthy Quinoa Bowl,"broccoli, quinoa, carrot, yogurt, chili, mint, coriander",healthy,dinner,"To prepare Recipe 103, start by gathering the ingredients: broccoli, quinoa, carrot, yogurt, chili, mint, coriander. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
